Masks:0 SocialDist:0 LockDown:0 Vaccinations:0 Population:100000 Rebeliousness:0.67 InitialInfections:5 MinInfectionPeriod:11 AsymptomaticPeriod:3 
0,5,5
1,17,17
2,119,119
3,1050,1050
4,7572,7572
5,23364,23364
6,27531,27531
7,28209,28209
8,28317,28317
9,28335,28335
10,28369,28369
11,28883,28885
12,32888,32896
13,45707,45767
14,50715,51262
15,48002,52045
16,38585,52153
17,31705,52164
18,27787,52165
19,25816,52166
20,24809,52173
21,24331,52194
22,23844,52213
23,21626,52225
24,14014,52240
25,7487,52245
26,3859,52263
27,2108,52341
28,1679,52880
29,5194,56851
30,19769,71689
31,26292,78345
32,27522,79655
33,27937,80110
34,28041,80243
35,28092,80313
36,28379,80613
37,31572,83821
38,42962,95254
39,49512,102109
40,48795,103485
41,40648,103796
42,33058,103837
43,28615,103842
44,26143,103844
45,24918,103853
46,24284,103877
47,23835,103915
48,21954,103947
49,15268,103972
50,8539,103979
51,4564,103991
52,2358,104022
53,1527,104246
54,2619,105887
55,12238,115776
56,24742,128437
57,26821,130618
58,27468,131322
59,27613,131509
60,27695,131629
61,27820,131777
62,29294,133265
63,37485,141482
64,48475,152594
65,49742,154734
66,44851,155272
67,35901,155349
68,30282,155362
69,27191,155364
70,25563,155367
71,24673,155395
72,24180,155451
73,23247,155507
74,18570,155528
75,10871,155544
76,5772,155547
77,3031,155569
78,1778,155697
79,1884,156538
80,7291,162298
81,21724,176916
82,25900,181195
83,26880,182263
84,27226,182668
85,27342,182816
86,27450,182960
87,28088,183620
88,33144,188695
89,45440,201060
90,49526,205586
91,47432,206514
92,38763,206721
93,32245,206743
94,28366,206748
95,26163,206752
96,25021,206767
97,24479,206815
98,23886,206887
99,21097,206927
