Masks:0 SocialDist:0 LockDown:0 Vaccinations:0 Population:100000 Rebeliousness:1 InitialInfections:5 MinInfectionPeriod:11 AsymptomaticPeriod:3 
0,5,5
1,64,64
2,759,759
3,7641,7641
4,27821,27821
5,30855,30855
6,31225,31225
7,31264,31264
8,31267,31267
9,31298,31298
10,32919,32919
11,48715,48719
12,57879,57916
13,58172,58595
14,54637,58734
15,42859,58755
16,35291,58758
17,31395,58759
18,29457,58764
19,28523,58789
20,28028,58815
21,26982,58833
22,18617,58836
23,9714,58840
24,5034,58848
25,2633,58882
26,1626,59101
27,2907,61002
28,14864,73306
29,27208,85811
30,29385,88073
31,30312,89057
32,30600,89400
33,30758,89575
34,31048,89875
35,35642,94482
36,49880,108739
37,54852,113820
38,55111,115113
39,48910,115535
40,39409,115618
41,33492,115639
42,30077,115649
43,28223,115705
44,27242,115771
45,26649,115817
46,24033,115839
47,15624,115846
48,8804,115854
49,4816,115874
50,2696,115952
51,2217,116598
52,6211,121202
53,21142,136466
54,26860,142387
55,28776,144420
56,29646,145376
57,29998,145787
58,30244,146065
59,31384,147223
60,40131,155993
61,50485,166392
62,53728,169995
63,52246,171020
64,43717,171358
65,36429,171446
66,31776,171472
67,29016,171520
68,27487,171640
69,26639,171753
70,25609,171805
71,20628,171825
72,13000,171841
73,7484,171861
74,4197,171901
75,2646,172162
76,3396,173877
77,12497,183475
78,23957,195192
79,26980,198408
80,28496,200084
81,29130,200828
82,29573,201335
83,30145,201943
84,33673,205503
85,44671,216545
86,50928,222926
87,52447,225354
88,47949,226116
89,39743,226355
90,33946,226430
91,30217,226467
92,28040,226590
93,26803,226722
94,25923,226852
95,23652,226915
96,16995,226939
97,10639,226954
98,6128,226972
99,3589,227065
