Masks:1 SocialDist:0 LockDown:0 Vaccinations:0 Population:100000 Rebeliousness:1 InitialInfections:5 MinInfectionPeriod:11 AsymptomaticPeriod:3 
0,5,5
1,12,12
2,47,47
3,247,247
4,1588,1588
5,8536,8536
6,20940,20940
7,24737,24737
8,25519,25519
9,25687,25687
10,25741,25741
11,25838,25840
12,27133,27138
13,33737,33762
14,41466,41613
15,42789,43639
16,39334,44065
17,31405,44143
18,25383,44161
19,22046,44165
20,20327,44172
21,19376,44194
22,18917,44250
23,18056,44287
24,14340,44303
25,8499,44320
26,4608,44338
27,2496,44366
28,1497,44514
29,1768,45356
30,6463,50354
31,18963,62995
32,23792,67907
33,24988,69164
34,25323,69559
35,25432,69703
36,25509,69815
37,26345,70668
38,32199,76542
39,40314,84734
40,42697,87561
41,40591,88234
42,33055,88421
43,26809,88444
44,23003,88454
45,20967,88460
46,19896,88494
47,19388,88563
48,18726,88640
49,15420,88684
50,9774,88711
51,5442,88724
52,2979,88751
53,1801,88863
54,1709,89463
55,4792,92895
56,16113,104400
57,22909,111309
58,24414,112889
59,24889,113441
60,25023,113639
61,25106,113774
62,25658,114360
63,30227,118949
64,38944,127751
65,42258,131408
66,41276,132309
67,34876,132569
68,28111,132614
69,23924,132624
70,21550,132644
71,20258,132687
72,19672,132767
73,19123,132859
74,16598,132913
75,10897,132946
76,6212,132968
77,3494,133001
78,2015,133092
79,1752,133588
80,4141,136368
81,14133,146565
82,22069,154622
83,23886,156561
84,24488,157247
85,24639,157478
86,24758,157658
87,25204,158134
88,28880,161853
89,37440,170479
90,41810,175115
91,41379,176183
92,35789,176466
93,28837,176525
94,24428,176549
95,21875,176559
96,20546,176602
97,19877,176721
98,19359,176836
99,17267,176924
